abbr,r2,r
CIP13CERT4,7.441820439851837e-4,0.027279700218022625
PELL_RPY_3YR_N,7.229318264363254e-4,-0.026887391588555506
CIP40CERT2,7.040700058854279e-4,-0.026534317513089118
PELL_DEBT_N,6.888567900936569e-4,-0.026246081423588873
MALE_RPY_7YR_N,6.827665264974151e-4,-0.026129801501301442
COMPL_RPY_5YR_N,6.820944694221665e-4,-0.02611693836233808
CIP29CERT1,6.57324896438817e-4,-0.025638348161276244
DEP_RPY_5YR_N,6.4526468619258e-4,-0.025402060668232803
CIP52CERT4,6.211331500992036e-4,-0.02492254301027894
CIP38CERT2,6.184936074024578e-4,0.024869531708547665
CIP41CERT4,5.896838413758506e-4,-0.02428340670861176
IND_RPY_7YR_N,5.873699059927203e-4,-0.024235715504039083
CIP27CERT2,5.830874946095655e-4,-0.024147204695566016
CIP16CERT4,5.783569355849065e-4,-0.024049052696206278
MALE_RPY_5YR_N,5.72546262604749e-4,-0.023927938954384453
NUM41_PRIV,5.667986527876609e-4,-0.02380753353011733
DEP_RPY_7YR_N,5.64660571482774e-4,-0.02376258764282152
POOLYRS,5.587305609464621e-4,-0.023637482119431886
HI_INC_RPY_5YR_N,5.559045582686334e-4,-0.023577628342745446
NOPELL_RPY_5YR_N,5.297146354616378e-4,-0.02301553031024134
CIP42CERT2,5.229831692867708e-4,0.022868825271245806
WDRAW_DEBT_N,5.192432526727837e-4,-0.02278690967798801
NOPELL_RPY_7YR_N,5.17444258814536e-4,-0.022747401144186472
LO_INC_RPY_3YR_N,4.923793806225971e-4,-0.022189623264548614
PCIP22,4.922036896377998e-4,-0.02218566405672365
RPY_3YR_N,4.6100343438180833e-4,-0.021470990530988745
FIRSTGEN_RPY_3YR_N,4.5152048186334606e-4,-0.02124901131496113
LO_INC_DEBT_N,4.283460908061171e-4,-0.02069652364060489
HI_INC_RPY_7YR_N,4.184980452122799e-4,-0.020457224768093054
HI_INC_DEBT_N,4.1238471006126365e-4,-0.020307257571155778
CIP40CERT1,4.10299207634925e-4,-0.02025584378975423
CIP49CERT4,3.832166565182073e-4,-0.019575920323658024
CIP29BACHL,3.64573085243829e-4,0.019093797035787015
FIRSTGEN_DEBT_N,3.620941499856788e-4,-0.019028771636279595
IND_RPY_5YR_N,3.5125760405131163e-4,-0.01874186767777725
CIP45CERT4,3.4585708999411457e-4,-0.018597233396237048
HI_INC_RPY_3YR_N,3.404041177012656e-4,-0.018450043840090614
FEMALE,3.399456841100422e-4,-0.01843761600939889
CIP41BACHL,3.3409408771587553e-4,0.018278240826618834
D150_4_2MOR,3.313834507298572e-4,0.01820394052753022
NOTFIRSTGEN_RPY_3YR_N,3.2765212901628783e-4,-0.018101163747568493
CIP29CERT2,3.22337514138846e-4,-0.017953760445623808
CIP31CERT4,2.9780501788920016e-4,-0.01725702807233042
CIP10CERT4,2.9398571323482577e-4,-0.017146011583888125
CIP54CERT2,2.842403181209055e-4,0.01685942816707926
CIP46BACHL,2.732332690331166e-4,-0.016529769176643592
PCIP49,2.7113825014479944e-4,-0.01646627614686452
NOPELL_RPY_3YR_N,2.556688870951639e-4,-0.015989649373740623
DEBT_N,2.5563611592269484e-4,-0.01598862457882775
CUML_DEBT_N,2.5563611592269484e-4,-0.01598862457882775
PCIP10,2.4580915676491885e-4,0.015678302100830908
DEP_DEBT_N,2.436153383193043e-4,-0.015608181774931515
CIP30CERT4,2.0366356862160066e-4,0.01427107454334118
CIP38CERT4,1.999184959342054e-4,0.014139253726212194
PCIP13,1.983504221842619e-4,0.014083693485171491
CIP54CERT1,1.9316196812121518e-4,-0.0138982721271824
NOPELL_DEBT_N,1.9177780175134974e-4,-0.013848386250800118
NOTFIRSTGEN_DEBT_N,1.8118716824330094e-4,-0.013460578302706794
HCM2,1.6157063871988247e-4,-0.012711043966562403
CDR3_DENOM,1.5845791623558453e-4,-0.012588006841259046
GRAD_DEBT_N,1.5096448664195545e-4,-0.012286760624426418
CIP23CERT2,1.334076334509374e-4,-0.011550222225175471
CIP01BACHL,1.2460164268021887e-4,0.011162510590374321
DEP_INC_PCT_M2,1.0636656397899873e-4,-0.010313416697632203
CIP39ASSOC,9.068225851007059e-5,0.00952272327173643
CIP09CERT4,7.290712925752433e-5,0.00853856716654055
COMPL_RPY_3YR_N,7.149681736283348e-5,-0.00845557906726875
CIP26CERT4,5.662247037940481e-5,0.007524790387738705
D150_4_UNKN,5.4207038833178404e-5,-0.007362542959683047
CIP39CERT2,5.418330375792508e-5,0.007360930902944619
CIP25BACHL,4.894341830072262e-5,-0.00699595728265422
IND_RPY_3YR_N,4.283374485926833e-5,-0.0065447494114953195
CIP49BACHL,4.252687625161365e-5,0.00652126339382283
CIP15BACHL,4.228956504425242e-5,0.006503042752762158
CIP14CERT4,3.5103108475887804e-5,-0.0059247876312900705
CIP23CERT4,3.408342643995742e-5,0.005838101270101215
CIP42CERT4,3.3235679936010675e-5,-0.005765039456587498
CIP22CERT4,3.146520207334832e-5,0.005609385177837971
PCIP29,2.8095919672944605e-5,-0.005300558430292473
IND_INC_N,2.713922719384677e-5,0.005209532339264895
MAIN,2.552402425826863e-5,0.005052130665201429
UGDS_MEN,1.9418561996537512e-5,-0.004406649747431433
UGDS_WOMEN,1.9417416183568576e-5,0.004406519735978562
MALE_DEBT_N,1.3549397505342197e-5,0.003680950625224712
CIP47BACHL,1.2595307102622059e-5,-0.0035489867712661396
PCIP30,1.024730621734216e-5,0.0032011413929006883
CIP05CERT4,6.837755843461901e-6,0.0026149102935783286
IND_DEBT_N,3.5668290786653424e-6,-0.0018886050615905228
DEP_RPY_3YR_N,3.55241370814434e-6,-0.00188478479093618
CIP27CERT4,3.3899594836606715e-6,-0.0018411842611918753
MALE_RPY_3YR_N,3.3441037649807587e-6,-0.0018286890837375168
CIP39CERT4,2.339302775259334e-6,0.001529477942063675
PCIP11,1.6902740098057475e-6,-0.00130010538411536
CIP04CERT4,1.2277320879963597e-6,0.0011080307252041162
CIP27CERT1,1.2154789881620484e-7,-3.4863720228369896e-4
CIP42CERT1,1.1712030488244718e-7,3.422284396166502e-4
CIP03CERT4,NA,NA
CIP25CERT4,NA,NA
CIP29CERT4,NA,NA
CIP40CERT4,NA,NA
CIP54CERT4,NA,NA
COSTT4_P,NA,NA
TUITIONFEE_PROG,NA,NA
